,0
0,-0.9717662060033164
1,-0.9717662060033164
2,-0.9717662060409779
3,1.3263119544076138
4,-0.5356539636917397
5,-0.03014116813554657
6,-0.08925664897425695
7,0.35416648440348086
8,-1.3408375535629795
9,1.999070623455295
10,-1.2248512315488602
11,0.24815499024649806
12,0.19216818799530958
13,-1.1175952518351908
14,1.7490413170649
15,-1.165726298266884
16,0.5755432732649226
17,-1.1892032392179073
18,1.6324669911366012
19,-0.8379595289568382
20,-0.4280778268066655
21,0.7506588934073728
22,-0.09516795537673861
23,-0.7759273583370547
24,0.8696061279883074
25,-0.12792218843023523
26,-0.9845781200940709
27,1.5749053988457606
28,-1.7332043197351887
29,1.6751913916361085
30,-1.6500193404459722
31,1.532781934033758
32,-1.396422038227716
33,0.9243346651163307
34,-0.29710325865089643
35,-0.2520418068521191
36,0.1924905855436892
37,-0.027780357974562866
38,0.13920696870624455
39,-0.30699479552818654
40,-0.08451402253346238
41,0.21222168151282397
42,0.07989895785236113
43,0.33739866727199996
44,-1.0890694324838714
45,0.5351626285928679
46,-0.6511836416296972
47,1.4437520448342482
48,0.08817273272087242
49,-1.103004324597359
50,0.35325808436947753
51,-0.6099880539531873
52,-0.8819747756427754
53,8.452397420095291
54,-21.950277200936924
55,5.582496574090676
56,-1.3831315392031416
57,2.235976552984044
58,-0.87644576002233
59,-0.8180523301137519
60,1.0246542939390608
61,0.608648776615978
62,-0.6355483852340635
63,3.401703525053457
64,-7.994004716051962
65,5.1309534351044555
66,-0.3380068823571958
67,-0.7460598033154536
68,1.618147624768398
69,-2.4120861659758717
70,7.104319860981815
71,-10.707612654164937
72,6.650279285676885
73,-4.4911401766185195
74,3.637385238575924
75,2.0035779573298456
76,-6.154213449293481
77,23.176298052825675
78,-40.31839788837185
79,25.001331555324644
80,-4.19184756261968
81,4.710775709392065
82,-8.172334753718431
83,9.540974811679451
84,-3.1351964502069034
85,-3.72756484993632
86,6.925449834261063
87,-2.7447257357965964
88,0.12108324584537092
89,-5.694120968916581
90,8.743842904518363
91,-5.7156762983177565
92,7.519090154332237
93,-5.806559560893042
94,6.326182095775711
95,-2.9803909344443023
96,-2.395636870440316
97,11.855758301795849
98,-14.908832045147586
99,5.3430231171376175
100,-1.3510557255172246
101,2.0693569215672554
102,-2.2699677978099873
103,1.3750501478139996
104,-0.9086554437494874
105,0.3162344186304574
106,-0.9693835376489284
107,0.00986042968648359
108,-0.0035529266208413545
109,-0.6246453842650772
110,0.8112349049884735
111,-1.9435374777433312
112,4.671326601531921
113,-5.881791889407175
114,2.069798706038224
115,-2.012356184576589
116,6.766647087379303
117,-17.16877432600519
118,94.16038629241035
119,-117.28423394945517
120,104.64908322877554
121,-29.104459477753572
122,5.549444424533791
123,-1.83424600957806
124,0.4204066972063432
125,-0.19200974021463935
126,0.0052534575482662245
127,0.027171927951149172
128,-0.040377262957174906
129,0.05053166956773143
130,0.028743912248439796
131,0.03198083940397449
132,0.0694235395681769
133,0.04772714841693083
134,0.08757453877323852
135,0.06771548371833097
136,0.0949464271782873
137,0.06999178184215124
138,0.09582804932409363
139,0.06598825643963475
140,0.09952218899264334
